IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_834,Fingerprint_833,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_822,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_806,Fingerprint_804,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_792,Fingerprint_791,Fingerprint_785,Fingerprint_783,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_778,Fingerprint_776,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_707,Fingerprint_705,Fingerprint_704,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_674,Fingerprint_673,Fingerprint_672,Fingerprint_667,Fingerprint_659,Fingerprint_658,Fingerprint_648,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_363,PKA_190,PKA_190_CHA,PKA_190_EXP,DOM_Myosin_head_EXP,DOM_SH3_1,MUT_CDC42BPA_EXP,MUT_CDKL5,MUT_CDKL5_EXP,REC_R_HSA_2730861_EXP,REC_R_HSA_74885,REC_R_HSA_74885_EXP,PWY_R_HSA_111465,PWY_R_HSA_8864260,PWY_R_HSA_8878171,GO_0006357_EXP,GO_0008283,GO_0030900,GO_0030900_EXP,GO_0043547,GO_0048015_EXP,GO_0048170,EXP_MAP3K20,EXP_STK38,EXP_RPS6KB1,EXP_ATM,EXP_NEK11,EXP_BMPR2,PKA_111_EXP_X_Fingerprint_643,PKA_114_B62_X_Fingerprint_363,PKA_214_HYD_X_Fingerprint_818,PKA_228_EXP_X_Fingerprint_363,PKA_228_X_Fingerprint_363,PKA_235_CSV_X_Fingerprint_363,PKA_235_X_Fingerprint_363,PKA_235_X_Fingerprint_776,PKA_239_ENG_X_Fingerprint_363,PKA_264_CSV_X_Fingerprint_363,PKA_264_ENG_X_Fingerprint_812,PKA_264_ENG_X_Fingerprint_818,PKA_48_ASA_X_Fingerprint_672,PKA_48_CSV_X_Fingerprint_672,PKA_48_ENG_X_Fingerprint_672,PKA_48_X_Fingerprint_672,PKA_72_ASA_X_Fingerprint_672,PKA_98_ASA_X_Fingerprint_363,PKA_98_ASA_X_Fingerprint_776,PKA_98_B62_X_Fingerprint_363,PKA_98_B62_X_Fingerprint_776,PKA_98_CSV_X_Fingerprint_776,PKA_98_ENG_X_Fingerprint_363,PKA_98_ENG_X_Fingerprint_776,PKA_98_EXP_X_Fingerprint_611,PKA_98_HYD_X_Fingerprint_363,PKA_98_HYD_X_Fingerprint_776,PKA_98_VOL_X_Fingerprint_776,EXP_MAP4K4_X_EXP_FADD,EXP_STK25_X_EXP_GOLGA2,GO_0001934_EXP_X_GO_0019221_EXP,GO_0008284_X_GO_0051402,GO_0032212_EXP_X_GO_0051402_EXP,GO_0048661_EXP_X_GO_0070059_EXP,Predicted IC50,Validation
-0.796977,910710,155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0691796652,0,0,0,6.3095677972,9.5607971857,6.1365409864,7.1916664317,3.3313170354,5.9672993147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.359740741,27.622711121,0,0,0,0,-3.514006788,9
-0.794948,910947,155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5986332834,7.0756361216,5.7415347336,6.3391357087,3.3012229874,5.2242952305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.457153667,28.945686862,0,0,0,0,-1.773605917,6
-1.130356,1323913,155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,-1,2.9910652469,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.8524299657,8.0980392699,6.3537043563,6.7343451709,3.2319938232,6.5937311922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.282543169,31.380763625,0,0,0,0,-2.160142956,3
-7.913201,1327771,155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5392135977,6.8244777884,6.0582212367,5.28248997,3.4721811489,7.4632971193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.55399896,26.408431793,0,0,0,0,-5.07574234,9
-6.608827,1330931,155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,17.300761462,0,6.3359393602,7.3063942346,5.7912395132,5.2824059137,3.5496228884,6.9493809843,0,0,0,3.75137906,1,0.822534,1,1,2.536,0.798716,0,1.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.320554558,29.71406447,0,0,0,0,-6.206884885,9
-0.085016,1330942,155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3.3928511901,0,0,0,0,12.159065256,0,0,2,0,2,0,0,0,0,0,3.4904198758,0,5.3478699959,7.177048043,5.8318761703,5.899691721,3.5778448737,5.7349283746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.043420404,21.769390145,0,1,42.440243042,0,0.6224847064,7
-5.272772,1330947,155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3.4508464004,0,0,0,0,0,1,2.9656856259,0,4.4235751388,0,5.8049340385,7.5047736329,6.0237783856,6.0828974884,3.5898436767,4.8936472047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.121683235,29.762487742,49.556591736,0,0,31.923285162,-3.872760172,10
0.986972,1330985,155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6073369216,0,5.9646758938,7.6786299505,6.4324640703,4.4564779586,3.6876656997,6.8119854849,8.3414689396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.812416106,32.554940264,0,0,0,0,0.3335554415,9
-0.326315,1330991,155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6706805974,6.67721219,6.3942889296,5.8377834298,3.4642280325,4.6594439134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.365032204,24.101047283,0,0,0,0,-0.296922299,10
-0.651259,905938,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7141404489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4249172569,6.8162722046,5.5983933989,6.0273557826,3.5145338763,3.5149884467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.915820351,30.289363299,0,0,0,0,-0.107929249,6
1.163694,905940,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0308888171,1,0,0,0,3.113548533,0,5.753950225,6.9435774149,6.0587660976,4.9726143356,3.4105431038,4.7655172649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.850657148,38.676411784,0,0,0,0,-0.128415446,4
-0.26794,906855,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.875249767,0,6.0736389378,8.4696551966,7.4951280696,6.8249978525,3.4985837213,5.7297720946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.552904792,26.778432401,0,0,0,0,0.2549592331,8
-1.060374,906856,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1724787714,0,1,0,3.6507675237,1,0,0,0,11.595289273,0,6.6823853943,8.0246037713,6.3238523741,7.8840693279,3.4941849584,6.5233583193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.394055217,32.054931819,0,0,0,0,-0.781665897,1
-1.352092,906870,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6.49502066,0,6.5309552311,8.0241236289,6.5766665458,6.6073223383,3.4589675158,7.2483063309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.204290329,30.628335366,42.185293374,0,0,0,-2.006655933,8
-0.443014,907053,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9854754734,0,0,7.7909955852,0,0,0,0,0,0,1,0,0,0,0,0,6.1120828028,7.8795839892,5.4881439687,5.5294373766,3.5049089038,6.1574866543,9.3499185207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.404186826,28.036876822,0,0,0,0,-1.529623788,10
-1.029352,907275,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.128664332,0,0,0,0,11.812193394,1,5.3499469343,7.5951132497,6.4540707228,5.0151020112,3.383778923,5.5917826293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.257936379,26.980192496,0,0,0,25.547039528,-0.941617168,3
-0.701786,907278,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.2375542102,7.677868543,5.9758160742,5.5416894969,3.5107136,4.8038352728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.157470265,28.058294313,0,0,0,0,-0.460896124,10
-0.320454,907280,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7009433875,1,0,0,0,0,0,4.9788899403,7.5592478737,6.100396224,5.9052342395,3.546802659,3.854630981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.402767414,28.845930231,12.677515187,0,0,0,-0.204639125,9
0.727369,907300,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.4582922363,6.3673495802,6.1241314646,6.2205653776,3.4498502145,4.0562881318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.14613365,25.595800117,0,0,0,0,-0.16697272,10
-1.070263,907311,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8027175186,0,0,0,0,0,0,6.9738327121,7.7621322073,6.559493241,7.2405861661,3.5163131376,6.322549717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.253417189,31.221147294,0,0,0,0,0.4619974243,10
0.968104,907783,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5.9244170364,7.7975809945,6.4260125001,7.2486695602,3.6076161653,4.6990656735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.24398257,25.947845534,0,0,0,0,-0.23006219,7
-0.276062,908126,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.6164124217,0,0,0,0,0,0,0,0,0,0,2,0,0,7.0509418407,8.2488098742,6.5051254636,5.3671053706,3.4226364272,5.5298650468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.968937362,34.262239332,0,0,0,0,-0.539340584,2
-0.557864,908148,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9628428931,0,0,0,6.2721830814,7.2167976286,6.9368781843,6.1819094008,3.279795275,6.1400620802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.008717636,31.134477499,0,0,0,0,0.3973332421,6
-0.850412,908448,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.9262033222,8.1308485681,7.252474898,6.6127963928,3.2549222025,7.0655390324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.601055142,29.583221572,0,0,0,0,0.1696526823,7
-0.912056,908451,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.8386226383,0,0,0,0,0,0,6.8533528802,7.9035867888,6.1201338362,6.3542339064,3.4369386131,4.5566149582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.988069275,27.771076324,0,0,0,0,-0.310300453,5
0.948652,909253,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3.8783915044,6.9200552717,5.6908662685,5.7126201033,3.6625096143,4.7773398599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.205326944,22.867336712,0,0,0,0,-0.02252235,8
-1.009416,909703,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5010142305,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6.1458135983,8.920625903,6.1091640292,5.7138409146,3.5480115929,4.3322421829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.128311657,28.823660452,0,0,0,0,0.0892967803,8
-2.039491,909715,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,4.1491430884,0,0,0,0,0,0,0,0,0,1,0,2.9609210107,3,0,0,0,6.2316962244,1,5.2865254926,6.898856315,6.4646310938,5.8912008178,3.4253898472,5.2656798228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.402704747,28.539304148,29.262738288,0,0,0,-1.419979512,2
0.189699,909771,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5022981265,7.712674139,5.5922699552,5.8582912204,3.7734304674,5.9409729446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.423410991,28.083161987,0,1,34.319576023,0,0.1078565881,6
-0.069778,910544,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9726898678,1,0,1,3.6117652571,0,0,0,1,0,1,0,0,0,0,1,0,0,3.868274414,6.9963632356,6.5986700635,5.8923138047,3.4648278094,5.5730037582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.8634517,28.625149804,0,0,0,0,0.1984411862,2
-1.192744,910545,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7017272162,6.7233171403,5.8671685533,6.3639998287,3.4905906813,6.6337012313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.381786834,28.575893147,0,0,0,0,-0.582464578,10
-0.626842,910566,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9979501666,0,5.9834628879,7.8240760167,6.4898979281,6.2232882366,3.3204542884,5.1638064849,6.8336631019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.717645034,26.054698197,0,0,0,0,-1.495361241,3
-0.94607,910688,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9238796587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7641965596,6.1980836059,5.4784358484,6.2994784182,3.3136982092,6.093086236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1098828,28.057612184,0,0,0,0,-0.507224534,1
-0.114275,910710,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0691796652,0,0,0,6.3095677972,9.5607971857,6.1365409864,7.1916664317,3.3313170354,5.9672993147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.359740741,27.622711121,0,0,0,0,-0.648388481,8
-0.65295,910947,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5986332834,7.0756361216,5.7415347336,6.3391357087,3.3012229874,5.2242952305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.457153667,28.945686862,0,0,0,0,-0.776765401,8
-1.141296,1323913,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,2.9910652469,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.8524299657,8.0980392699,6.3537043563,6.7343451709,3.2319938232,6.5937311922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.282543169,31.380763625,0,0,0,0,-0.824739483,5
-0.210534,1327771,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5392135977,6.8244777884,6.0582212367,5.28248997,3.4721811489,7.4632971193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.55399896,26.408431793,0,0,0,0,-0.092756245,4
-1.108813,1330931,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,17.300761462,0,6.3359393602,7.3063942346,5.7912395132,5.2824059137,3.5496228884,6.9493809843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.320554558,29.71406447,0,0,0,0,-0.63006173,7
0.199064,1330942,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3928511901,0,0,0,0,12.159065256,0,0,2,0,2,0,0,0,0,0,3.4904198758,0,5.3478699959,7.177048043,5.8318761703,5.899691721,3.5778448737,5.7349283746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.043420404,21.769390145,0,1,42.440243042,0,0.7008114264,7
-1.364209,1330947,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.4508464004,0,0,0,0,0,1,2.9656856259,0,4.4235751388,0,5.8049340385,7.5047736329,6.0237783856,6.0828974884,3.5898436767,4.8936472047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.121683235,29.762487742,49.556591736,0,0,31.923285162,-0.804454793,5
0.213821,1330985,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6073369216,0,5.9646758938,7.6786299505,6.4324640703,4.4564779586,3.6876656997,6.8119854849,8.3414689396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.812416106,32.554940264,0,0,0,0,-1.412813101,7
