IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_834,Fingerprint_833,Fingerprint_830,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_804,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_791,Fingerprint_785,Fingerprint_780,Fingerprint_779,Fingerprint_778,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_709,Fingerprint_705,Fingerprint_704,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_674,Fingerprint_673,Fingerprint_672,Fingerprint_669,Fingerprint_650,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,PKA_260_ENG,PKA_260_EXP,SDOM_subdomainIV,MUT_GUCY2C,MUT_RPS6KB2,MUT_RPS6KB2_EXP,MUT_TRPM6_EXP,REC_R_HSA_198640,PWY_R_HSA_1643685_CSV,PWY_R_HSA_170834_EXP,GO_0060612,GO_0061024,SFAM_DYRK1_EXP,SFAM_FJ,SFAM_FJ_EXP,EXP_SBK2,EXP_ACVR2B,EXP_SBK1,EXP_STK10,EXP_STK19,PKA_137_CSV_X_Fingerprint_576,PKA_137_X_Fingerprint_576,PKA_251_ENG_X_Fingerprint_644,PKA_251_POL_X_Fingerprint_644,PKA_260_ENG_X_Fingerprint_611,PKA_260_EXP_X_Fingerprint_611,PKA_85_EXP_X_Fingerprint_611,PKA_93_EXP_X_Fingerprint_644,PKA_93_X_Fingerprint_644,EXP_ABL2_X_EXP_CRKL,EXP_CSNK1E_X_EXP_CEP135,EXP_CSNK1E_X_EXP_UTP3,EXP_FGFR2_X_EXP_EPN3,EXP_FGFR2_X_EXP_IGF1,EXP_FGFR2_X_EXP_NCAM1,EXP_MAP2K2_X_EXP_HRAS,EXP_MAPK8_X_EXP_ATF3,EXP_MAPK8_X_EXP_CRK,EXP_MAPK8_X_EXP_GNA15,EXP_MAPK8_X_EXP_HRAS,EXP_MAPK8_X_EXP_HSP90AA1,EXP_MAPK8_X_EXP_IL2RB,EXP_MAPK8_X_EXP_TNFRSF1A,EXP_MAPKAPK3_X_EXP_TNRC6C,EXP_STRADB_X_EXP_PRKAB1,EXP_SYK_X_EXP_TLR4,REC_R_HSA_3228469_X_REC_R_HSA_6802932,GO_0003007_X_GO_0007268,GO_0010629_X_GO_0048015,Predicted IC50,Validation
5.147526,1479995,253,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.751923,5.2271129622,0,0,0,1,5.1616149755,3.4189769196,4.3477345426,4.3345905353,4.4236387386,3.023943947,0,0,0,0,0,0,0,0,0,29.821192165,42.051957098,66.083045915,14.089160261,13.749074212,16.212342005,48.190600029,19.803027652,33.675358879,13.311835808,31.285795126,43.615990317,14.096247621,23.003984835,19.605076194,15.964135106,12.687918813,0,0,0,4.8111416206,9
4.235558,1480360,253,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.4693952925,3.9616000565,4.0304990539,4.2804118829,2.8522580196,0,0,0,0,0,0,0,0,0,33.615501461,42.841958695,63.027955405,9.7308042125,9.6441696318,12.787292162,54.166590828,15.39008892,28.454523902,16.130489808,30.464739712,38.501371537,14.484418228,24.76802426,24.546406217,16.327873418,12.329424114,0,0,0,4.5875832574,7
5.741431,1480364,253,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.3235198815,4.2247869132,5.7699520212,3.4614934092,3.173432373,0,0,0,0,0,0,0,0,0,33.809798905,33.653552185,55.763794702,18.337630031,12.989303409,13.053424639,44.864167174,13.367334082,27.706814038,14.632358504,29.657462201,34.805527702,12.921742864,20.924553968,20.09006142,16.714355405,23.44795866,0,0,1,6.4301010882,5
4.202233,1480371,253,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,3.374177316,0,0,3.4613653167,4.0971838113,6.4353601268,4.4889118608,2.7181585597,0,0,0,0,0,0,0,0,0,31.528832236,38.225655674,65.140745803,17.968023615,17.265760587,18.531228865,54.830836703,16.189628525,38.016328628,16.001684946,36.211538679,47.308968756,15.026306984,19.436908598,27.727002622,14.964324635,10.067167093,0,0,0,4.5997216187,8
4.569624,1480372,253,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2954766953,4.3574387278,4.5832952234,4.3429367682,2.7106163821,0,0,0,0,0,0,0,0,0,22.926758747,40.059776591,51.285009684,15.161552209,13.110467459,13.935436899,49.287036428,14.571385351,32.683862497,15.038892026,31.560613521,44.074886824,14.258685724,25.936226412,28.67031482,13.97623553,15.169370678,0,0,0,5.0438851116,3
6.123467,1480374,253,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-3.239,4.7159664778,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2164318631,3.9668787496,7.3168549611,3.5548584686,2.8942232905,0,0,0,0,-3.239,4.7159664778,0,0,0,26.215679848,31.221869283,60.613449229,14.225854782,19.727430728,12.938810594,40.542353927,15.576535623,31.28690763,14.61326707,25.447216851,35.499575542,12.903252079,18.938639034,19.977946617,17.144634283,16.96258755,0,0,0,5.7361284046,10
3.060304,905933,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-3.861,6.5545862821,0,0,0,0,0,0,0,0,1,0,4.0550872099,0,0,3.2581508771,4.3425414385,5.7679167725,3.5922414072,3.1755934124,0,0,0,0,-3.861,6.5545862821,0,0,0,26.886302893,29.33881711,56.057876423,16.86998396,14.514264559,17.701008291,44.330248574,14.572909962,32.156385222,14.966376467,30.616557789,49.481181446,14.023628896,22.612764884,22.314591415,14.053581039,21.608209505,0,0,0,3.334683306,1
2.702713,905959,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5536610171,4.0620910851,3.5693391534,4.4666638184,3.1097863985,0,0,0,0,0,0,0,0,0,29.033588352,36.316931634,63.56470383,10.527255123,10.529961347,10.886398883,63.830990495,18.205995767,30.431226965,14.215332011,37.056130959,40.465015768,13.904474232,29.875239762,25.816329649,20.760402844,14.664554073,0,0,0,2.4686436376,10
2.800065,905969,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.834993,6.585708637,0,0,0,0,0,3.333628637,4.5371134834,4.7581645028,4.8905624226,2.5870349309,0,0,0,0,0,0,0,0,0,36.735134246,34.812926765,57.721494437,11.5710735,11.544024313,11.092541822,55.447959676,13.180262217,28.661107326,14.945345091,29.553269378,41.535583174,17.500677957,21.591364546,26.252240055,26.954683479,13.14439252,0,0,0,2.3948298344,4
2.658149,905990,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.316716036,4.7301667258,4.2776253048,3.5996860333,3.0115798512,0,0,0,0,0,0,0,0,0,30.418900489,37.678087984,57.518972533,15.015941855,14.507169296,16.764279158,47.024205049,20.961698252,34.7982297,16.746580489,33.700834615,50.353512292,15.836554572,23.469900946,22.337452878,17.781933801,14.541564161,0,0,0,2.6472104171,8
1.663793,905991,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.711014,0,0,0,0,0,0,3.2189426932,4.7767566808,4.8469806673,4.4430645669,2.8536282614,0,0,0,0,0,0,0,0,0,30.751639442,36.8049036,68.731588097,10.002241832,9.9560401045,10.262328532,44.314431907,14.17036255,38.407689143,20.827368092,26.002051143,43.355126798,24.864262948,27.535001325,23.565624791,18.721631587,8.5452175449,0,0,0,2.2303185636,3
1.582641,906804,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.1827323793,0,0,0,0,0,0,0,0,3.6981302241,6.1191158118,6.1217814536,4.9726168626,3.1102632103,0,0,0,0,0,0,0,0,0,31.035677547,45.453851088,68.891136572,9.9791297889,9.6914117567,10.455672132,51.638235845,15.867867929,32.527437903,14.287795194,28.464496948,33.785464423,21.201006551,21.077926353,27.665759182,17.162907562,10.452170789,1,0,0,1.0176052649,3
2.934324,906852,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2.421447,0,0,0,0,0,0,3.3876790599,3.8681552992,5.9578128237,5.2496082754,2.7166409539,0,0,0,0,0,0,0,0,0,29.497092233,39.100227458,62.275915198,11.131727834,11.08201964,11.228741906,68.5834949,13.427176948,30.901598569,19.347426062,38.264462917,40.313038926,13.530287709,23.063913496,25.904008715,25.513378525,12.169201838,0,0,0,2.5962269578,5
1.476732,909255,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.837676,0,0,0,0,0,0,3.3129546136,6.9509191235,5.4712266825,4.368917224,2.6560329634,0.797912,1,0,0,0,0,0,0,0,30.299084024,41.287302194,74.609952758,12.910505264,12.157642536,12.777033074,67.421001986,15.839725262,31.811609138,15.029311573,36.778518806,37.507171019,26.573107498,19.749833885,27.393544077,23.216505743,9.0483698419,0,0,0,0.9649035547,5
2.14179,909257,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.9697393806,0,3.133484,3.3996797735,0,0,0,1,4.2759125266,3.6442235877,4.7384835651,5.0233846971,4.333591723,2.7617218535,0,0,0,0,0,0,0,0,0,28.452506995,38.498717063,65.911753054,13.198824896,12.843840596,13.417873173,46.208017615,16.376386404,31.684628676,13.177787221,28.744997954,45.362438605,13.936515464,22.339601946,27.117576767,20.555214972,10.136972142,0,0,0,2.1852073209,4
2.80892,909699,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.4634369571,4.0245507019,4.7294591102,4.9914223519,3.6707155881,3.0463296161,0,0,0,0,0,0,0,0,0,26.460666253,29.756017949,64.060377609,13.259083497,13.467509369,13.573163989,49.179323484,17.107489967,28.275372905,15.753702232,32.052152757,48.978007051,15.715660698,24.965047538,23.335915947,24.480506542,19.220868616,0,0,0,2.8504787476,6
1.955772,909753,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.779334,0,0,0,0,0,0,3.3646310445,4.3344311893,5.3817489277,3.5801617418,3.029959901,0,0,0,0,0,0,0,0,0,33.063360956,30.802673611,63.327245816,9.9681124709,15.630066707,10.647625573,53.296184887,18.115256716,40.225925748,15.907613342,35.117958675,44.578687395,15.944983937,21.598566144,27.473178586,21.316831921,17.318464183,0,0,0,2.3560231493,1
1.998266,909774,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4257942341,3.8407009381,3.713170239,4.914600065,2.7516773633,0,0,0,0,0,0,0,0,0,32.156761834,45.411622831,69.69271588,10.294766663,9.9361149487,10.297644168,51.69599587,12.965938931,29.969054231,21.061145508,29.363991272,37.743320492,12.510545631,20.427858066,15.930880152,24.662372099,9.4492709668,0,0,0,2.5158441631,8
2.780331,910548,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3927814835,4.8113440835,3.6128598267,4.0951173064,3.0811523315,0,0,0,0,0,0,0,0,0,29.326467295,31.93619045,52.453269376,12.904294859,13.095482515,14.595808099,51.813782389,15.997677207,28.238347059,13.113215391,27.01691874,43.616403362,13.38739083,22.588123303,24.267632768,25.026384073,9.9670416551,0,0,0,2.7725158459,8
2.950704,911905,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.4552507297,4.9238865903,4.2711638623,4.7982585138,3.6678564513,0,0,0,0,0,0,0,0,0,29.459716359,33.112444715,53.649031495,13.054192819,12.149814535,14.505605268,43.593866675,13.361406539,29.1745288,13.35496538,24.580348452,30.611119308,22.930187677,15.282543488,22.651262539,20.67731436,13.03771562,0,1,0,3.2193241738,6
2.126491,924186,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3690298436,3.8872657462,3.545877129,5.0010666118,2.5640997749,0,0,0,0,0,0,4.8188387322,0,0,32.232823767,39.481129847,64.864062518,9.6336058683,9.6095605783,11.749199939,55.735329281,16.93644073,42.117697825,17.948547405,43.766951556,55.990240354,19.798005105,33.50632258,23.450478127,22.678765651,10.506280606,0,0,0,1.909184228,8
3.084303,946360,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3490655007,4.3390750206,7.2363040555,3.3296322306,3.0020830316,0.698327,1,0,0,0,0,0,0,0,27.85538748,33.075902271,46.097899105,16.664826031,17.093396296,14.849978938,47.908212114,14.153322007,39.714389774,13.716113651,28.687408847,44.959916214,15.124579525,21.713459998,25.09854098,16.603980623,18.136930219,0,0,0,2.5029854706,9
1.772892,949090,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1787746328,4.0935328885,7.3058377729,3.8098116974,2.9994691853,0,0,0,0,0,0,0,0,0,22.278369151,35.754883406,55.232621845,16.016442672,19.911412075,19.773926739,43.316083283,12.910105733,26.171566199,12.334390248,23.990102207,31.74950246,11.640559263,15.934624872,21.347933849,19.381499255,18.422731512,0,0,0,2.1930754489,2
2.160256,1240128,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.751916,0,1,0,0,0,0,3.7134493439,4.6486433566,3.821794092,4.333966068,2.5466618141,0,0,0,0,0,0,0,0,0,31.920175243,36.430229823,67.652922267,9.6339418627,9.491291765,9.6347482387,48.0970981,15.159800286,32.98322865,14.372840154,27.750731249,44.609758797,14.254972335,22.945888818,23.886545611,22.151758061,9.1415663813,0,0,0,2.0455858288,8
2.58161,1240129,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.269766208,4.689438485,5.3455995532,3.8417561983,3.0797592705,0,0,0,0,0,0,0,0,0,27.999074857,30.286610388,59.569874195,11.625468382,12.781429013,14.187067379,48.147292733,13.215609086,27.224896019,12.523995298,24.086287735,35.162909858,13.390333435,21.502378422,26.389612587,19.605547565,9.3976487598,0,0,0,3.0337986165,9
1.344301,1240197,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.795126,0,0,0,0,0,0,3.6047826025,4.2447828638,5.9293195283,3.734959908,2.5020686576,0,0,0,0,0,0,0,0,0,46.252829383,37.234156669,50.269494567,14.030652704,13.921553507,14.013794627,40.525485688,14.987895228,35.368802644,15.998349995,28.226582964,45.137146836,13.182148077,23.53809934,19.336264624,18.94656315,11.067515469,0,0,0,2.0800621833,4
3.33363,1240198,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8752965222,3.4100116681,4.8097548111,4.5213325197,3.4542267842,2.7747628878,0,0,0,0,0,0,0,0,0,28.094358911,32.500319667,58.45235757,14.877111337,12.969512605,13.851661192,41.943867915,16.252172526,28.765009519,13.68767025,25.196287806,42.597495915,13.738753246,20.016837708,24.308936814,21.597117942,16.481953622,0,0,0,3.2560179237,4
2.354104,1240199,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.1631374096,3.7517682175,5.9242505147,3.9006735877,2.8998379484,0,0,0,0,0,0,3.1108707041,0,0,25.208121711,25.005538253,42.236078964,21.164671119,17.53001057,19.288029035,39.599832267,11.5328842,23.343498377,14.715850217,21.879756102,37.508227619,12.189498223,16.063254209,18.776435307,15.982072018,20.15831621,0,1,1,2.9663945846,7
2.590244,1240200,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3.862706558,2.9895530138,0,0,0,0,0,0,0,0,3.5651701742,4.9298902813,5.1298597287,4.0102156211,2.6789317833,0,0,0,0,0,0,0,0,0,35.493036345,32.06160801,61.716945744,14.236685723,12.676766209,13.090805212,45.518070169,16.647075999,35.168233053,15.071942009,29.487784178,46.842357813,14.662267358,22.581580073,28.609539066,29.525746803,16.802141734,0,0,0,2.7656269456,6
2.772064,1240222,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,3.0463011526,0,0,3.4589596577,5.2334265061,5.1158535612,4.6776584622,2.7729221642,0,0,0,0,0,0,0,0,0,29.204872502,41.657284004,65.405185252,15.322348092,15.468388817,15.581597434,52.777462207,14.111978523,34.237892322,14.421658358,30.503156265,38.09711766,15.083804552,21.972190915,25.064521664,18.650208152,9.7550828004,0,0,0,2.416370529,7
2.716074,1298365,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5469899267,3.8384419797,4.0336007915,4.1648936087,2.6622992598,0,0,0,0,0,0,0,0,0,31.969454991,38.021109933,65.468724476,12.178490415,11.673182466,12.575733578,52.417151621,15.55296982,33.80084383,15.448370966,36.283164544,46.360142845,14.748812765,27.805747665,28.725328652,36.079934556,10.177609756,0,0,0,2.602543544,8
2.574181,1298539,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.8410125748,0,0.752228,0,0,0,0,1,4.8660451132,3.4958877849,3.9647897182,3.5246987319,5.6346207612,2.8917732902,0,0,0,0,0,0,0,0,0,29.169409688,46.216366411,61.349461398,9.5802950075,9.8345601843,12.235299563,53.539462559,12.831042472,30.39349032,20.225578219,31.132652313,36.084533469,12.112605262,22.232187004,22.762754474,25.294213132,11.564560351,0,0,0,2.4844827753,7
2.987644,1479987,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8512056449,0,0,3.3253510967,4.3818567525,5.5025090536,4.9604694252,2.8835960733,0,0,0,0,0,0,0,0,0,29.621862523,44.968842124,67.582896605,9.8314130649,9.2424836266,10.861207749,56.605423321,14.203620938,34.312175576,13.762676946,32.476195744,39.516219854,13.550455325,22.116820503,20.764468875,17.016444,9.633863972,0,0,0,2.8484254557,1
2.399955,1479988,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,4.11102873,0,0,0.806595,0,0,0,0,0,0,3.7297444031,4.0766479064,3.6349007583,4.7527469508,2.6642147813,0,0,0,0,0,0,0,0,0,35.181521217,40.369283188,65.329057813,9.8808011302,9.9996955742,12.89205296,59.72526283,14.391223187,37.641235586,21.204661401,36.627079796,48.946232164,15.746980917,27.977598418,25.992988461,17.180062064,11.276586059,1,0,0,1.6553498194,5
3.031322,1479995,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.751923,5.2271129622,0,0,0,1,5.1616149755,3.4189769196,4.3477345426,4.3345905353,4.4236387386,3.023943947,0,0,0,0,0,0,0,0,0,29.821192165,42.051957098,66.083045915,14.089160261,13.749074212,16.212342005,48.190600029,19.803027652,33.675358879,13.311835808,31.285795126,43.615990317,14.096247621,23.003984835,19.605076194,15.964135106,12.687918813,0,0,0,2.9906203747,1
2.152942,1480360,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.4693952925,3.9616000565,4.0304990539,4.2804118829,2.8522580196,0,0,0,0,0,0,0,0,0,33.615501461,42.841958695,63.027955405,9.7308042125,9.6441696318,12.787292162,54.166590828,15.39008892,28.454523902,16.130489808,30.464739712,38.501371537,14.484418228,24.76802426,24.546406217,16.327873418,12.329424114,0,0,0,2.3207778506,2
