IC50,Cancer,Drug,From_Sanger,Fingerprint_834,Fingerprint_833,Fingerprint_830,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_797,Fingerprint_791,Fingerprint_784,Fingerprint_780,Fingerprint_779,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_705,Fingerprint_704,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_696,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_676,Fingerprint_674,Fingerprint_673,Fingerprint_669,Fingerprint_667,Fingerprint_659,Fingerprint_658,Fingerprint_656,Fingerprint_650,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_576,Fingerprint_363,SDOM_subdomainXI_EXP,PWY_R_HSA_2029480,PWY_R_HSA_449147,GO_0038083,FAM_Other_CSV,EXP_TRIM66,EXP_STKLD1,EXP_KDR_X_EXP_RHOA,EXP_KDR_X_EXP_RNF41,EXP_KDR_X_EXP_SH3GL2,EXP_KDR_X_EXP_WASF1,EXP_MAP3K9_X_EXP_RAC1,EXP_OXSR1_X_EXP_SLC22A14,EXP_RPS6KB1_X_EXP_EIF4B,EXP_RPS6KB1_X_EXP_MYC,EXP_TAF1_X_EXP_BRPF3,EXP_TAF1_X_EXP_HIST1H2BC,EXP_TAF1_X_EXP_SMARCC1,EXP_TAF1_X_EXP_TEX10,EXP_TAF1_X_EXP_WDR5,PWY_R_HSA_166058_X_PWY_R_HSA_397014,PWY_R_HSA_168138_X_PWY_R_HSA_397014,PWY_R_HSA_195258_X_PWY_R_HSA_2454202,GO_0006397_EXP_X_GO_0018105_EXP,Predicted IC50,Validation
0.764896,925347,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4.4250914198,3.066637805,35.079171289,14.830554996,9.2648189137,18.366210856,38.051194521,20.675910067,54.952398311,69.124436111,26.590906442,14.410724563,36.830947061,30.390076413,31.406225391,0,0,0,0,2.1782680095,6
1.451275,925348,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,34.5222059,16.560455796,10.391330802,16.483067979,35.442496222,17.516318568,55.323898171,64.779017833,28.178835196,16.598131692,35.571164107,34.129537708,38.778173347,1,1,0,0,1.7281846935,2
1.995592,1240201,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4.2164629428,3.1363862494,36.629360428,16.10033395,11.180374916,19.278398613,32.55571892,22.58675622,44.653218883,61.370952299,31.360716083,14.695381653,40.871734141,39.48826354,36.88619136,0,0,0,0,2.1597678347,1
2.677309,1240208,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,3.1476922709,0,0,0,0,5.2612515465,3.368842601,31.402637146,15.571921477,9.3794075896,16.839996335,33.437772895,18.42081458,48.804166761,60.314571762,23.698130776,14.754543276,21.062657025,35.651058195,34.254217394,0,0,0,0,3.0033942913,5
1.185917,1240218,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,3.6125235,3.3042220484,31.449444129,13.198513647,9.0182513247,12.470505617,37.618956585,16.858397438,51.615323945,43.834453152,29.723474342,15.501634196,35.986175106,26.44518705,32.825127767,0,0,0,0,2.4498036961,6
3.514869,1240219,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,3.6020540139,0,0,0,0,4.8573442551,3.249145633,35.05088938,19.337050127,10.320548384,16.153103741,32.800291883,20.620253084,64.407491649,69.483460696,32.826930009,17.670769369,42.509032324,37.967063731,39.349020608,0,0,0,0,1.5531983975,9
2.278625,1290797,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,37.170694383,14.116669014,10.590246913,17.787715362,33.758587528,17.36284389,45.722838198,67.3378998,25.548405306,13.708047763,38.094921854,37.07839098,38.882533349,0,0,0,0,2.207261047,2
5.613898,1298141,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,2,0,4.3032271874,3.2694515074,34.243274433,15.289266003,9.4202089883,14.366689146,32.719067209,19.725423133,44.092829319,61.028906651,22.414056824,16.234713425,37.65731574,37.247959452,38.220214937,1,1,1,0,3.4933620346,2
1.375941,1298219,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,4.8591774511,3.1288405274,33.168268217,14.354516598,9.6664315656,17.416128907,34.978941372,19.391364662,50.46840823,61.528517037,25.396163942,17.1982529,38.554581855,31.992708384,36.335990685,0,0,0,0,2.1782773201,2
2.986886,1298475,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0.809149,4.9436292057,3.0561182125,33.527751172,16.821898854,9.437454508,13.865360627,34.098755389,20.709819146,56.172685663,67.084194389,26.962153158,16.539433187,32.721681935,30.801707253,34.516186609,0,0,0,0,2.1782470604,5
5.949987,1298476,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,3.5960792667,3.2984018808,36.028861295,15.241738703,10.241511349,14.372316596,41.450553281,18.613782301,48.545736972,56.067683325,23.452659508,14.466252982,35.364018143,28.563535186,31.257976828,0,0,0,0,3.4952886627,8
2.290452,1298526,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,33.49022448,15.604598729,9.7516644623,16.685635861,33.101221307,18.63867371,57.103356855,66.706066889,26.599553928,15.18318369,40.337138468,36.614460851,41.203088108,1,0,0,0,2.1064467501,1
3.841455,1298533,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,5.2787065415,3.3004300842,30.508948538,13.234119661,8.4374417936,13.285503592,37.089906261,19.436834764,49.481177017,73.819758173,28.750151216,15.333096304,41.054182054,35.45005383,40.241346504,0,0,0,0,3.1185846927,8
1.590288,1298534,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,2,0,0,3.4406784816,3.178145687,32.095175036,19.272340848,10.319165812,17.297529352,35.984117772,17.595033829,50.013562055,52.011273721,25.256551749,14.387910177,37.194687776,34.306510284,34.299040945,2,2,1,0,1.6828860539,9
3.267961,724869,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.77894,4.8178031906,3.4442239813,34.140020198,16.947395759,9.1978163973,14.946651807,34.9710385,19.748778738,48.939485112,62.278979421,25.997269682,18.843211161,39.801924547,32.901025525,33.334687605,0,0,0,0,2.7075619017,10
5.017995,724870,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3.5381118819,3.3027841123,36.412853238,15.765058663,10.484259313,16.401146787,32.989972803,19.758010692,43.85329185,56.910121814,24.052123944,15.640351329,38.418214313,37.677706658,38.740697289,0,0,0,0,4.2702662414,5
4.915703,753624,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,36.129247889,14.875654967,9.9676061597,13.644016574,35.338290997,22.524333905,48.809111499,67.664263878,21.439984666,15.65246043,36.241029363,29.565007744,32.603854389,2,2,0,0,2.7354214849,10
5.235701,906693,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,36.290855256,15.813467678,10.54314786,17.304177867,35.998233672,18.493601171,45.437104022,55.525404902,24.060302447,18.562573161,37.519025975,35.055525301,39.051595462,0,0,0,0,2.7138211614,2
0.797891,906821,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.4975531411,3.0183267077,35.40319048,16.339052445,10.174700011,14.317716438,34.084124723,16.816685831,49.60038251,63.404909482,24.789706294,15.258997451,32.374272811,27.435837129,28.427883253,0,0,0,0,1.3899078662,4
-0.231305,907285,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,3.1820402799,0,1,0,0,4.324360204,3.2069147596,37.42296151,16.298466109,10.185856679,15.394722287,40.52045818,21.109366521,51.084151664,69.337612646,22.647656142,17.86625351,40.605235761,35.469711472,36.872804148,0,0,0,0,1.479782048,6
2.633382,907286,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,34.372934212,15.108041581,9.846627172,15.758934336,32.492035568,23.39223781,66.39738673,84.369887679,28.113403673,17.434375276,47.049669957,38.604081135,42.656554267,0,0,0,15.892913955,1.4213994322,4
4.932242,909904,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,2,1,0,4.2458600711,3.4068077975,30.636253707,13.38411752,8.6936088431,15.223041164,36.188235107,16.01811223,50.417214596,63.846567065,24.165643781,14.278762314,36.902440614,33.769007695,37.636677685,4,4,1,0,4.4801805178,2
-0.295169,910546,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,43.460551715,21.437305615,11.277699877,23.190862664,30.192227155,20.633530971,61.406553662,82.290080626,30.757878917,15.403365523,46.399387209,41.651508411,42.231107827,0,0,0,23.366192859,-0.527583204,5
3.787379,910907,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,3,2,0,3.1124635508,3.3776403327,34.599801057,14.228240126,9.204128457,15.094739761,34.376229385,19.403872466,44.990283153,58.097962174,23.760444043,12.366397772,31.719616611,28.263865488,30.231801197,2,2,0,0,3.9117531724,9
0.109556,925347,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.4250914198,3.066637805,35.079171289,14.830554996,9.2648189137,18.366210856,38.051194521,20.675910067,54.952398311,69.124436111,26.590906442,14.410724563,36.830947061,30.390076413,31.406225391,0,0,0,0,0.7065777991,5
-1.588382,925348,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,34.5222059,16.560455796,10.391330802,16.483067979,35.442496222,17.516318568,55.323898171,64.779017833,28.178835196,16.598131692,35.571164107,34.129537708,38.778173347,1,1,0,0,0.1567822512,8
0.118603,1240201,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.2164629428,3.1363862494,36.629360428,16.10033395,11.180374916,19.278398613,32.55571892,22.58675622,44.653218883,61.370952299,31.360716083,14.695381653,40.871734141,39.48826354,36.88619136,0,0,0,0,1.5030277255,2
0.818998,1240208,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,3.1476922709,0,0,0,0,5.2612515465,3.368842601,31.402637146,15.571921477,9.3794075896,16.839996335,33.437772895,18.42081458,48.804166761,60.314571762,23.698130776,14.754543276,21.062657025,35.651058195,34.254217394,0,0,0,0,1.409064809,10
2.98087,1240218,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.6125235,3.3042220484,31.449444129,13.198513647,9.0182513247,12.470505617,37.618956585,16.858397438,51.615323945,43.834453152,29.723474342,15.501634196,35.986175106,26.44518705,32.825127767,0,0,0,0,3.0148979038,3
4.922995,1240219,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,3.6020540139,0,0,0,0,4.8573442551,3.249145633,35.05088938,19.337050127,10.320548384,16.153103741,32.800291883,20.620253084,64.407491649,69.483460696,32.826930009,17.670769369,42.509032324,37.967063731,39.349020608,0,0,0,0,1.2925281063,10
-0.513083,1290797,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,37.170694383,14.116669014,10.590246913,17.787715362,33.758587528,17.36284389,45.722838198,67.3378998,25.548405306,13.708047763,38.094921854,37.07839098,38.882533349,0,0,0,0,1.3795635881,6
5.947909,1298141,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,2,0,4.3032271874,3.2694515074,34.243274433,15.289266003,9.4202089883,14.366689146,32.719067209,19.725423133,44.092829319,61.028906651,22.414056824,16.234713425,37.65731574,37.247959452,38.220214937,1,1,1,0,4.8332470759,10
3.720248,1298219,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,4.8591774511,3.1288405274,33.168268217,14.354516598,9.6664315656,17.416128907,34.978941372,19.391364662,50.46840823,61.528517037,25.396163942,17.1982529,38.554581855,31.992708384,36.335990685,0,0,0,0,2.5173601696,4
5.445327,1298475,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.809149,4.9436292057,3.0561182125,33.527751172,16.821898854,9.437454508,13.865360627,34.098755389,20.709819146,56.172685663,67.084194389,26.962153158,16.539433187,32.721681935,30.801707253,34.516186609,0,0,0,0,2.6884647526,8
1.257717,1298476,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,3.5960792667,3.2984018808,36.028861295,15.241738703,10.241511349,14.372316596,41.450553281,18.613782301,48.545736972,56.067683325,23.452659508,14.466252982,35.364018143,28.563535186,31.257976828,0,0,0,0,3.4783582736,5
-1.259184,1298526,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,33.49022448,15.604598729,9.7516644623,16.685635861,33.101221307,18.63867371,57.103356855,66.706066889,26.599553928,15.18318369,40.337138468,36.614460851,41.203088108,1,0,0,0,0.330064179,4
2.582476,1298533,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5.2787065415,3.3004300842,30.508948538,13.234119661,8.4374417936,13.285503592,37.089906261,19.436834764,49.481177017,73.819758173,28.750151216,15.333096304,41.054182054,35.45005383,40.241346504,0,0,0,0,2.7263190657,6
0.790645,1298534,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,2,0,0,3.4406784816,3.178145687,32.095175036,19.272340848,10.319165812,17.297529352,35.984117772,17.595033829,50.013562055,52.011273721,25.256551749,14.387910177,37.194687776,34.306510284,34.299040945,2,2,1,0,1.3811851867,3
3.332271,724869,304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.77894,4.8178031906,3.4442239813,34.140020198,16.947395759,9.1978163973,14.946651807,34.9710385,19.748778738,48.939485112,62.278979421,25.997269682,18.843211161,39.801924547,32.901025525,33.334687605,0,0,0,0,3.5343576878,3
5.857593,724870,304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3.5381118819,3.3027841123,36.412853238,15.765058663,10.484259313,16.401146787,32.989972803,19.758010692,43.85329185,56.910121814,24.052123944,15.640351329,38.418214313,37.677706658,38.740697289,0,0,0,0,4.6920554293,2
5.286061,753624,304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,36.129247889,14.875654967,9.9676061597,13.644016574,35.338290997,22.524333905,48.809111499,67.664263878,21.439984666,15.65246043,36.241029363,29.565007744,32.603854389,2,2,0,0,5.9126920072,8
5.819057,906693,304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,36.290855256,15.813467678,10.54314786,17.304177867,35.998233672,18.493601171,45.437104022,55.525404902,24.060302447,18.562573161,37.519025975,35.055525301,39.051595462,0,0,0,0,6.0363395187,7
6.001357,906821,304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3.4975531411,3.0183267077,35.40319048,16.339052445,10.174700011,14.317716438,34.084124723,16.816685831,49.60038251,63.404909482,24.789706294,15.258997451,32.374272811,27.435837129,28.427883253,0,0,0,0,6.0738226737,10
5.243367,907285,304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3.1820402799,0,1,0,0,4.324360204,3.2069147596,37.42296151,16.298466109,10.185856679,15.394722287,40.52045818,21.109366521,51.084151664,69.337612646,22.647656142,17.86625351,40.605235761,35.469711472,36.872804148,0,0,0,0,4.6054103798,4
4.049954,907286,304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,34.372934212,15.108041581,9.846627172,15.758934336,32.492035568,23.39223781,66.39738673,84.369887679,28.113403673,17.434375276,47.049669957,38.604081135,42.656554267,0,0,0,15.892913955,3.0555593566,7
5.119525,909904,304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,4.2458600711,3.4068077975,30.636253707,13.38411752,8.6936088431,15.223041164,36.188235107,16.01811223,50.417214596,63.846567065,24.165643781,14.278762314,36.902440614,33.769007695,37.636677685,4,4,1,0,5.1214243384,9
3.39117,910546,304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,43.460551715,21.437305615,11.277699877,23.190862664,30.192227155,20.633530971,61.406553662,82.290080626,30.757878917,15.403365523,46.399387209,41.651508411,42.231107827,0,0,0,23.366192859,1.7073051013,2
5.689235,910907,304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3,2,0,3.1124635508,3.3776403327,34.599801057,14.228240126,9.204128457,15.094739761,34.376229385,19.403872466,44.990283153,58.097962174,23.760444043,12.366397772,31.719616611,28.263865488,30.231801197,2,2,0,0,6.1835827689,6
3.996622,925347,304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4.4250914198,3.066637805,35.079171289,14.830554996,9.2648189137,18.366210856,38.051194521,20.675910067,54.952398311,69.124436111,26.590906442,14.410724563,36.830947061,30.390076413,31.406225391,0,0,0,0,3.8025590317,2
5.970397,925348,304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,34.5222059,16.560455796,10.391330802,16.483067979,35.442496222,17.516318568,55.323898171,64.779017833,28.178835196,16.598131692,35.571164107,34.129537708,38.778173347,1,1,0,0,5.981324827,6
5.099441,1240201,304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4.2164629428,3.1363862494,36.629360428,16.10033395,11.180374916,19.278398613,32.55571892,22.58675622,44.653218883,61.370952299,31.360716083,14.695381653,40.871734141,39.48826354,36.88619136,0,0,0,0,4.4145371273,2
